,TotalFlow,OverflowActive,Inflow,Treated,Retained,Released,RetentionVolume,PlantStatus,KP26_Split,OverflowVolume,KP1_Flow,KP2_Flow,KP4_Flow,KP6_Flow,KP7_Flow,KP8_Flow,KP9_Flow,KP10_Flow,KP11_Flow,KP16_Flow,KP25_Flow,G-T1_Flow,ŁPA-P1_Flow,LBT1_Flow,M1_Flow
0,836.5847839370126,0,836.5847839370126,836.5847839370126,0.0,0.0,0.0,NORMAL,0.0,0.0,9.903366735703003,142.66480932631566,7.236638294444633,84.0077827554002,14.448615368183212,93.81508525741926,1.2141031764275254,6.868538004551864,23.02404840493571,106.15601744551788,1.1427565482145632,52.60780008457946,0.7840068487623716,10.862313676486037,880.6155620389607
1,858.6667982068903,0,858.6667982068903,858.6667982068903,0.0,0.0,0.0,NORMAL,0.0,0.0,11.217477199945826,129.66604594014947,9.44119040265437,79.96437996210827,16.885116462095223,70.86108238550746,2.3572238768549467,6.120770907774087,17.358256814993076,90.88770656336575,4.16094097246808,46.85709682844195,3.7136919687287455,8.868952154361237,903.8597875862005
2,805.4037363362669,0,805.4037363362669,805.4037363362669,0.0,0.0,0.0,NORMAL,0.0,0.0,12.59195170081684,118.49921401072734,10.855980051780657,63.226215544448316,17.028465473683568,56.57286586678825,3.2052898898122235,5.157338413336991,12.831262515813167,82.21564073275042,5.528389324878456,43.950006158069485,5.200645015408662,8.101924733252783,847.7934066697546
3,603.0990870168986,0,603.0990870168986,603.0990870168986,0.0,0.0,0.0,NORMAL,0.0,0.0,9.672231561137265,96.72611490135387,9.440040188544586,46.26262376613324,13.207261294910685,50.76120836323734,2.7834353260281923,4.803570108788502,11.296936502717754,68.80385104321451,3.956073393007646,41.57149970555333,3.8246438529320663,7.702962667167929,634.8411442283143
4,498.5167282758009,0,498.5167282758009,498.5167282758009,0.0,0.0,0.0,NORMAL,0.0,0.0,9.112600853947285,86.23493875033007,9.09606986643211,41.49395398058688,14.389671426319365,44.850123976519214,3.0240645305398557,5.288156864303245,10.137573775207482,64.43652482461926,3.4489094309849,40.10330745719257,3.364107515830916,7.628992539094411,524.7544508166326
5,500.1866276761636,0,500.1866276761636,500.1866276761636,0.0,0.0,0.0,NORMAL,0.0,0.0,9.431456900242598,87.84622751595603,10.254126255343682,41.48891432264286,16.256371475556616,45.14657796331744,3.30687329717294,6.138178535366969,11.638161612454747,65.91283609697278,4.3154754087828815,42.42008271890721,3.8043300997943206,7.874696180008199,526.5122396591196
6,636.667392707338,0,636.667392707338,636.667392707338,0.0,0.0,0.0,NORMAL,0.0,0.0,12.923034422691403,98.60493729721894,12.097454248060433,49.24233412001917,20.071052442564287,60.404686424006464,4.764916232025154,8.315655772696353,15.793197962782495,76.01979176078257,6.358678884339023,44.17047452688957,5.712723160254619,11.722870821970721,670.1762028498295
7,788.2459497563063,0,788.2459497563063,788.2459497563063,0.0,0.0,0.0,NORMAL,0.0,0.0,16.444531336870536,112.83229553153082,14.794867802832174,65.20808091937238,22.03319574803478,83.71349907012726,5.31268847483322,11.243082136874651,23.7206667364087,87.18661557307314,8.025523637311464,60.980943498755394,6.689968318134889,15.406602011150895,829.7325786908489
8,943.5223247895625,0,943.5223247895625,943.5223247895625,0.0,0.0,0.0,NORMAL,0.0,0.0,14.892959490839111,127.2881830264811,16.49385111724498,75.22238006993474,27.308601808944925,110.85031178170442,6.093343161233482,14.614718388152621,34.76137647746514,102.43801443869103,8.199524017430884,57.14193942038803,7.456113136754606,18.836442931999162,993.181394515329
9,995.6874092647058,0,995.6874092647058,995.6874092647058,0.0,0.0,0.0,NORMAL,0.0,0.0,13.796842018690226,153.38695152772556,14.652717547198177,75.42933997315008,27.56328553361314,132.98697688340516,5.685709217363583,13.51336684458621,40.15215268941281,115.56611413662182,6.877898677387515,61.49038011483941,6.3618905555451875,21.49235655894881,1048.092009752322
10,1005.3471147010509,0,1005.3471147010509,1005.3471147010509,0.0,0.0,0.0,NORMAL,0.0,0.0,15.23526292483369,157.61074990030806,14.260550704805553,86.42782222064673,24.51987692023734,141.72611047378632,6.081921272683083,13.938747252490664,41.13373302773395,124.38662982946187,6.643546197773929,61.51120730445946,5.124925288154209,22.440622001574408,1058.2601207379485
11,1043.2038135657965,0,1043.2038135657965,1043.2038135657965,0.0,0.0,0.0,NORMAL,0.0,0.0,15.905651663283109,167.1953498581068,15.257783278209407,93.3315763522398,23.87110538203412,134.85629491860857,6.551546239580031,12.586999689975826,40.42413433596574,130.36677238093438,6.611953711962344,57.062230299845055,5.652185787950867,21.43037574559536,1098.1092774376807
12,1091.0314459961096,0,1091.0314459961096,1091.0314459961096,0.0,0.0,0.0,NORMAL,0.0,0.0,15.360655002688722,187.39682984966197,16.573718816346034,106.57492545915528,27.98127269244914,140.87441281785345,6.497545395132422,13.64732068127897,44.62721639089756,145.5327930791909,6.844721264267651,57.35367185821833,5.7195038454350735,22.447776995512474,1148.4541536801155
13,1117.4165359494064,0,1117.4165359494064,1117.4165359494064,0.0,0.0,0.0,NORMAL,0.0,0.0,14.867971898142528,190.08695004807944,16.451296882527224,104.34931025739421,24.378564963494284,130.9978788590363,6.300936315720303,12.385751416785034,39.903412415438,144.42011917914238,6.780158018258912,59.43665011136163,5.640944650950358,23.386130130525167,1176.2279325783225
14,1049.6189027922662,0,1049.6189027922662,1049.6189027922662,0.0,0.0,0.0,NORMAL,0.0,0.0,16.02560074216013,180.88077500139408,15.705070474588016,98.68646663868005,24.35975142138376,115.07806544412014,5.883228829873666,10.73066611026469,34.773067835425955,137.78672553498436,5.922180782978072,59.91976665982342,5.009037100114222,22.202945916192768,1104.8620029392278
15,986.0980480695954,0,986.0980480695954,986.0980480695954,0.0,0.0,0.0,NORMAL,0.0,0.0,15.044102907332455,186.2224143141077,13.2300219308492,100.05853358623202,23.002519069322723,116.77456753723921,5.359488225480134,12.04518616222235,32.49451264323406,130.28379315123695,5.875926224246897,60.24719306798552,4.598994568790824,19.69600164626757,1037.9979453364163
16,1033.9003080960858,0,1033.9003080960858,1033.9003080960858,0.0,0.0,0.0,NORMAL,0.0,0.0,13.903193045524901,178.87470416864002,14.399354048666762,98.24840509842049,22.897976444191567,130.94523837777146,5.469362881200914,13.354577622093,33.7634634472313,124.15899483248454,5.843185409039021,60.35098385341635,5.124527771553942,19.42316642751211,1088.3161137853535
17,1103.7571304323437,0,1103.7571304323437,1103.7571304323437,0.0,0.0,0.0,NORMAL,0.0,0.0,16.067661834265774,176.04663060083521,14.95453751282621,94.58595090594804,24.063837284602148,139.14810668744067,5.878758160164903,12.977983469490383,33.08459346343569,125.57199224465076,7.51215075269296,59.881481640187424,6.280111026014862,18.48348523515743,1161.8496109814146
18,1133.565943625753,0,1133.565943625753,1133.565943625753,0.0,0.0,0.0,NORMAL,0.0,0.0,18.28029311687945,164.94442962003995,17.138035926857388,96.98269852783201,26.6366756935203,136.78397144775857,6.494516756202294,15.16612222682325,33.43396773474489,119.84412024507851,8.62804451489646,63.93879694569504,7.333747511882765,17.374195440996434,1193.22730907974
19,1251.394811278962,0,1251.394811278962,1251.394811278962,0.0,0.0,0.0,NORMAL,0.0,0.0,19.920529176563047,171.2988935949059,17.01203141437949,94.25710271334984,28.312396785697032,141.5727279847566,7.278609806436783,16.025576085417185,36.2541924996985,125.10393575693845,9.63501228492143,64.51450055771467,7.791190644485323,19.319534798760756,1317.257696083118
20,1201.1406587196389,0,1201.1406587196389,1201.1406587196389,0.0,0.0,0.0,NORMAL,0.0,0.0,20.830491099951463,172.97126812495367,16.92270758718039,92.04379231488878,29.243461052649344,153.8349053339892,7.452472563704239,20.05216518216863,44.39990166131619,126.31916505892653,8.66515513409083,65.85403596014028,6.730239754252922,20.636055339781343,1264.3585881259357
21,1497.6779296097436,0,1497.6779296097436,1497.6779296097436,0.0,0.0,0.0,NORMAL,0.0,0.0,26.836936723192196,201.89165928163166,20.557848554674973,117.55759086128599,34.331569453430674,177.66410181676386,8.895573907737015,21.666455656945278,62.26756876902025,154.67284644078416,11.353304628550061,78.65220734251339,9.49678308425178,22.669638245448535,1576.5030837997301
22,1744.5268848972644,0,1744.5268848972644,1744.5268848972644,0.0,0.0,0.0,ACCELERATED,0.0,0.0,29.1794336712319,217.3601529402074,23.27897175388997,119.13119636038704,37.20097904457003,215.099903048834,9.98240734953322,21.830251424116998,58.08670770867618,161.86375458860044,13.80954396680049,80.03403872193427,12.02892687479059,21.840033915846526,1836.3440893655415
23,1626.147178706361,0,1626.147178706361,1626.147178706361,0.0,0.0,0.0,NORMAL,0.0,0.0,27.786544416762407,227.39438483478546,23.822420450038322,123.0156512507134,35.068083208172276,193.64688532862235,10.765278133797983,22.294440754232497,44.73035290714981,166.91898982369034,13.65300829097551,74.66897951083052,12.690835847124278,19.923489326362112,1711.7338723224855
24,1499.2216482772315,0,1499.2216482772315,1499.2216482772315,0.0,0.0,0.0,NORMAL,0.0,0.0,26.85460428049569,219.2456187304645,23.832410127045485,117.73214223933327,33.889380036238215,162.23396154228016,10.84071096055407,18.55938598475968,38.2119444084024,157.76147003728832,14.943448300477256,68.33887331896483,13.865310759747237,18.656835012131168,1578.1280508181385
25,1035.6003213787437,0,1035.6003213787437,1035.6003213787437,0.0,0.0,0.0,NORMAL,0.0,0.0,21.406610609621236,177.24660695073135,20.190712293616865,93.9402529077551,25.50296835848815,124.9625720383891,10.57117020057926,16.83278011745869,27.76580066762832,118.20583508775746,13.193401779436195,50.836220422656226,11.476625611077404,16.652662218317005,1090.1056014513092
26,882.4211411758534,0,882.4211411758534,882.4211411758534,0.0,0.0,0.0,NORMAL,0.0,0.0,21.324071971523654,159.75225954497162,21.134203326640257,80.20515803501394,25.948515777236786,105.39192815304814,12.141124882674495,16.78441961041149,23.633812449640143,104.00837416773966,14.930007466828588,43.938145951104616,13.029851815468861,16.10213644251354,928.8643591324774
